Phrase,TextRankScore,RakeDegScore,RakeFreqScore,RakeDBFScore
champion small business ,17.531796,857.000000,259.000000,10.124267
romney ,28.494119,4212.000000,1450.000000,2.904828
know ,3.410289,240.000000,145.000000,1.655172
takes ,2.708801,48.000000,37.000000,1.297297
get small biz going ,21.783164,1198.000000,485.000000,11.034165
lost ,1.140473,14.000000,8.000000,1.750000
cocktail ,0.000000,1.000000,1.000000,1.000000
one lol ,5.831480,311.000000,143.000000,4.342771
turns ,0.385549,2.000000,2.000000,1.000000
mitt wants ,27.820582,3857.000000,1249.000000,5.247212
prez cuz ,1.910493,35.000000,17.000000,3.733333
wants ,2.855353,145.000000,69.000000,2.101449
just like barack ,22.064079,2461.000000,835.000000,8.839535
guess ,1.110690,18.000000,14.000000,1.285714
check ,1.522983,43.000000,13.000000,3.307692
man crush ,2.706632,140.000000,66.000000,5.064516
#presidentialdebate ,2.027227,107.000000,54.000000,1.981481
lighting ,0.584207,2.000000,2.000000,1.000000
awful ,0.660992,4.000000,3.000000,1.333333
everyone looks ,7.137067,541.000000,169.000000,5.607397
least years older ,5.407673,148.000000,92.000000,5.721804
mitt romney looks like ,70.665430,9681.000000,3196.000000,12.499496
type ,1.492152,25.000000,15.000000,1.666667
guy ,3.218485,96.000000,54.000000,1.777778
keep ,1.827237,55.000000,21.000000,2.619048
frisbee ,0.000000,1.000000,1.000000,1.000000
threw ,0.610915,15.000000,6.000000,2.500000
backyard ,0.000000,1.000000,1.000000,1.000000
just swordfight ,7.052906,1046.000000,362.000000,4.891967
death ,0.607492,8.000000,5.000000,1.600000
decide ,0.751987,4.000000,3.000000,1.333333
mitt romney ,53.459348,7924.000000,2630.000000,6.050591
spoke ,0.771799,9.000000,5.000000,1.800000
real people ,6.730709,357.000000,152.000000,4.937486
freaked ,0.000000,1.000000,1.000000,1.000000
need ,2.739506,118.000000,76.000000,1.552632
create ,2.358351,57.000000,23.000000,2.478261
jobs ,6.207169,285.000000,123.000000,2.317073
raise ,1.113482,18.000000,11.000000,1.636364
hand ,1.554911,36.000000,11.000000,3.272727
ever felt ,2.793001,88.000000,36.000000,4.470588
victimized ,0.000000,1.000000,1.000000,1.000000
mitt romney needs ,54.790277,7989.000000,2658.000000,8.372020
put ,1.132325,33.000000,18.000000,1.833333
new dentures ,2.689782,111.000000,36.000000,5.114286
spitting ,0.000000,1.000000,1.000000,1.000000
shit ,5.160207,268.000000,127.000000,2.110236
obama's outline ,3.413811,162.000000,51.000000,4.744898
economy ,2.506463,43.000000,28.000000,1.535714
much ,2.771060,124.000000,63.000000,1.968254
detailed ,0.319598,2.000000,2.000000,1.000000
authentic ,0.000000,1.000000,1.000000,1.000000
romney's ,4.796301,324.000000,94.000000,3.446809
mitt romney ,53.459348,7924.000000,2630.000000,6.050591
smug get ,8.168026,459.000000,196.000000,4.514035
one even likes ,6.342464,426.000000,181.000000,7.856303
#debate #denverdebate ,8.549196,147.000000,69.000000,4.300536
twitter ,3.227130,93.000000,37.000000,2.513514
ready ,1.354902,27.000000,17.000000,1.588235
crash ,0.000000,1.000000,1.000000,1.000000
hope everyone ,4.218249,146.000000,57.000000,5.276515
ready ,1.354902,27.000000,17.000000,1.588235
wanna ,2.536664,124.000000,42.000000,2.952381
kinky sex ,0.331441,6.000000,3.000000,4.000000
mitt romney ,53.459348,7924.000000,2630.000000,6.050591
actually just want ,12.733633,1360.000000,532.000000,6.971838
slap ,0.878498,10.000000,6.000000,1.666667
punch ,0.787909,21.000000,15.000000,1.400000
ughh #presidentialdebate staying ,2.615581,119.000000,59.000000,7.231481
twitter ,3.227130,93.000000,37.000000,2.513514
#nationalbfday staying ,0.588354,11.000000,5.000000,4.250000
insta ,0.000000,1.000000,1.000000,1.000000
guess ,1.110690,18.000000,14.000000,1.285714
stuck ,0.737925,7.000000,5.000000,1.400000
fb ,0.551605,8.000000,5.000000,1.600000
entertain ,0.000000,1.000000,1.000000,1.000000
#romney ,3.884737,199.000000,86.000000,2.313953
#potus need ,3.227978,126.000000,80.000000,3.552632
talk ,1.999086,99.000000,49.000000,2.020408
plans ,0.711269,11.000000,7.000000,1.571429
youll notice ,0.968809,14.000000,6.000000,4.400000
slip ,0.846115,10.000000,4.000000,2.500000
response ,0.917157,15.000000,8.000000,1.875000
sling mud ,1.092555,7.000000,5.000000,2.833333
fuck ,2.334108,195.000000,105.000000,1.857143
self mitt ,25.502941,3717.000000,1182.000000,5.645763
bitch ,2.088933,83.000000,31.000000,2.677419
obama hahaha ,16.714356,1721.000000,754.000000,6.275632
romney ,28.494119,4212.000000,1450.000000,2.904828
jobs get ,13.712885,731.000000,313.000000,4.664441
s ,1.831999,38.000000,20.000000,1.900000
energy independent ,6.888893,288.000000,107.000000,5.705838
crackdown ,0.324733,2.000000,2.000000,1.000000
china ,3.674016,130.000000,81.000000,1.604938
get balanced budget ,11.851090,529.000000,228.000000,6.775060
fuck romney ,30.828227,4407.000000,1555.000000,4.761971
aint ,1.542072,67.000000,23.000000,2.913043
life ,1.458386,30.000000,16.000000,1.875000
fuck ,2.334108,195.000000,105.000000,1.857143
mean ,1.268713,51.000000,28.000000,1.821429
obama made ,18.253871,1788.000000,778.000000,5.201558
change ,1.335455,26.000000,18.000000,1.444444
move us ,5.617918,218.000000,85.000000,4.553333
preside ,0.000000,1.000000,1.000000,1.000000
mitt romney ,53.459348,7924.000000,2630.000000,6.050591
want ,3.983318,228.000000,134.000000,1.701493
trade ,3.411299,54.000000,32.000000,1.687500
latin america ,5.856418,209.000000,104.000000,4.200811
deport latinos ,0.279564,5.000000,3.000000,3.500000
make ,3.764399,169.000000,77.000000,2.194805
watching ,3.296717,158.000000,107.000000,1.476636
presidential debate ,11.589256,612.000000,305.000000,4.534804
want #obama ,9.311003,479.000000,234.000000,4.211493
go innnnnnnnnnn ,3.080111,139.000000,73.000000,3.902778
rebuplicans ,0.370304,2.000000,2.000000,1.000000
president barack obama discussed investing ,28.633692,2719.000000,1180.000000,14.349224
education ,3.411477,97.000000,59.000000,1.644068
fix ,1.266207,14.000000,10.000000,1.400000
economy ,2.506463,43.000000,28.000000,1.535714
think ,2.038104,179.000000,97.000000,1.845361
first time ,6.623596,310.000000,146.000000,4.388889
actually intrigued ,1.697409,90.000000,38.000000,4.378378
anticipating ,0.000000,1.000000,1.000000,1.000000
debate ,7.669656,432.000000,239.000000,1.807531
lol ,2.869732,129.000000,60.000000,2.150000
wtf ,0.962301,8.000000,6.000000,1.333333
mitt romney ,53.459348,7924.000000,2630.000000,6.050591
year old ,5.087433,131.000000,55.000000,4.740000
guess ,1.110690,18.000000,14.000000,1.285714
rich ,2.950545,105.000000,63.000000,1.666667
white conserves ,1.692299,82.000000,29.000000,4.857143
mitt romney dont pay ,60.310556,8289.000000,2768.000000,11.435565
tax mitt romney dont pay ,66.029170,8510.000000,2863.000000,13.761881
damn #obama walk ,9.017010,356.000000,148.000000,6.746363
smooth ,1.182655,15.000000,9.000000,1.666667
s ,1.831999,38.000000,20.000000,1.900000
successful black man running ,6.984777,268.000000,126.000000,8.974516
powerful country n ,4.552898,114.000000,57.000000,7.760062
world ,1.366076,31.000000,18.000000,1.722222
obama wants ,18.537129,1854.000000,820.000000,4.377081
lower corporate taxes ,8.046885,222.000000,103.000000,6.760802
preventing ,0.000000,1.000000,1.000000,1.000000
past ,0.927866,12.000000,7.000000,1.714286
years ,3.683630,120.000000,76.000000,1.578947
#presidentialdebate ,2.027227,107.000000,54.000000,1.981481
minutes ,1.745874,44.000000,33.000000,1.333333
already hate romney ,34.233192,4571.000000,1593.000000,7.781770
say ,2.928360,266.000000,132.000000,2.015152
shit mf times mitt romney bet ,62.476355,8292.000000,2800.000000,15.782039
let ,1.956806,37.000000,20.000000,1.850000
see ,2.616374,139.000000,81.000000,1.716049
street ,0.955759,15.000000,9.000000,1.666667
imma fuck ,2.936790,206.000000,109.000000,4.607143
sure ,2.088525,58.000000,30.000000,1.933333
sarcastic ,0.457657,7.000000,3.000000,2.333333
romney ,28.494119,4212.000000,1450.000000,2.904828
going ,3.576472,247.000000,143.000000,1.727273
win ,1.795906,60.000000,36.000000,1.666667
obama ,15.681776,1709.000000,751.000000,2.275632
like ,12.308358,1287.000000,430.000000,2.993023
see ,2.616374,139.000000,81.000000,1.716049
try ,1.416280,25.000000,17.000000,1.470588
opening speeches ,1.428309,27.000000,10.000000,5.380953
much ,2.771060,124.000000,63.000000,1.968254
one needs ,4.292677,247.000000,111.000000,4.514200
say ,2.928360,266.000000,132.000000,2.015152
black people just want obama ,33.619209,3346.000000,1411.000000,11.263875
stay president ,10.821246,892.000000,391.000000,4.439560
black ,2.595795,108.000000,50.000000,2.160000
even ,2.486239,208.000000,87.000000,2.390805
fucking ,1.915082,84.000000,30.000000,2.800000
everything ,1.940139,81.000000,30.000000,2.700000
small business ,15.532278,804.000000,244.000000,6.590934
drink ,1.168568,15.000000,13.000000,1.153846
#debates ,7.845891,319.000000,156.000000,2.044872
know ,3.410289,240.000000,145.000000,1.655172
drinking game ,4.795005,185.000000,59.000000,6.273564
say ,2.928360,266.000000,132.000000,2.015152
mitt romney ,53.459348,7924.000000,2630.000000,6.050591
strong tie ,2.603597,58.000000,20.000000,5.125000
mitt romney ,53.459348,7924.000000,2630.000000,6.050591
one likes ,3.856225,218.000000,94.000000,5.465498
going ,3.576472,247.000000,143.000000,1.727273
#denverdebate way ,5.378834,163.000000,94.000000,3.520747
answer ,2.515529,95.000000,52.000000,1.826923
obama ,15.681776,1709.000000,751.000000,2.275632
right ,4.298292,219.000000,76.000000,2.881579
gate full ,2.278554,45.000000,28.000000,3.015151
b ,1.674412,28.000000,12.000000,2.333333
s ,1.831999,38.000000,20.000000,1.900000
mitt romney needs ,54.790277,7989.000000,2658.000000,8.372020
stop ,1.817494,81.000000,33.000000,2.454545
grin ,0.583704,1.000000,1.000000,1.000000
got going ,6.730228,419.000000,218.000000,4.020606
mitt romney stop speaking ,56.559648,8048.000000,2681.000000,10.894025
voice irks ,4.387856,99.000000,40.000000,4.527778
just use sign language ,11.639431,1128.000000,391.000000,11.328230
something ,1.547296,70.000000,34.000000,2.058824
like anyone cares ,14.838904,1361.000000,463.000000,7.395801
good time ,5.986633,315.000000,153.000000,4.190476
portable catheter commercial ,0.874875,17.000000,6.000000,8.750000
want ,3.983318,228.000000,134.000000,1.701493
country ,1.795287,49.000000,38.000000,1.289474
president obama say ,28.102220,2839.000000,1261.000000,6.576498
legalize weed ,0.603519,6.000000,3.000000,4.000000
body going ,5.200258,280.000000,154.000000,4.727273
vote ,3.715183,150.000000,96.000000,1.562500
even ,2.486239,208.000000,87.000000,2.390805
republican gop lol ,4.416085,152.000000,72.000000,6.450000
think ,2.038104,179.000000,97.000000,1.845361
yall better mamas nem ,4.322536,174.000000,71.000000,12.711111
vote ,3.715183,150.000000,96.000000,1.562500
#obama ,5.327685,251.000000,100.000000,2.510000
q1 obama uhhh ,17.126643,1723.000000,758.000000,6.275632
anniversary ,1.525110,19.000000,10.000000,1.900000
step plan ,4.884536,169.000000,79.000000,4.598592
winner romney ,29.860265,4282.000000,1469.000000,6.589039
watching ,3.296717,158.000000,107.000000,1.476636
presidential debate ,11.589256,612.000000,305.000000,4.534804
valletta ,0.000000,1.000000,1.000000,1.000000
hate ,1.431768,91.000000,40.000000,2.275000
mitt romney becomes president ,63.993519,8845.000000,3023.000000,12.136305
swear ,0.728078,9.000000,7.000000,1.285714
throw ,1.163674,23.000000,14.000000,1.642857
chair ,0.800634,4.000000,3.000000,1.333333
tune ,0.576776,15.000000,13.000000,1.153846
nbc right now ,8.924521,456.000000,168.000000,7.245215
presidential debate ,11.589256,612.000000,305.000000,4.534804
onalso listen ,1.321328,28.000000,18.000000,3.529412
romney try ,29.910399,4237.000000,1467.000000,4.375416
wiggle ,0.000000,1.000000,1.000000,1.000000
remarks ,0.536983,11.000000,4.000000,2.750000
lower class ,4.593123,96.000000,44.000000,4.266667
obama got ,18.835532,1881.000000,826.000000,4.568965
mitt romney ,53.459348,7924.000000,2630.000000,6.050591
know ,3.410289,240.000000,145.000000,1.655172
hell ,1.461530,62.000000,31.000000,2.000000
talking ,3.014454,164.000000,86.000000,1.906977
um ,0.536344,8.000000,7.000000,1.142857
forgot ,0.769550,3.000000,3.000000,1.000000
tell president obama ,26.658559,2627.000000,1157.000000,6.489917
sound like ,14.221113,1362.000000,453.000000,6.253893
cameras ,0.250099,3.000000,2.000000,1.500000
candidates ,1.535726,33.000000,15.000000,2.200000
one rotating ,2.961748,184.000000,84.000000,4.192771
good way ,4.356200,219.000000,114.000000,3.752567
study ,0.759127,5.000000,3.000000,1.666667
nonverbal communication ,0.000000,4.000000,2.000000,4.000000
feel like ,14.479926,1428.000000,484.000000,5.604134
geek watching ,3.296717,160.000000,108.000000,3.476636
presidential debate ,11.589256,612.000000,305.000000,4.534804
fck ,0.547023,2.000000,2.000000,1.000000
voting ,2.294468,56.000000,41.000000,1.365854
obama though ,16.989218,1773.000000,777.000000,4.737170
feel safe ,2.443723,145.000000,57.000000,3.944444
may ,1.430162,22.000000,15.000000,1.466667
just say ,9.981266,1310.000000,493.000000,4.907119
mitt romney ,53.459348,7924.000000,2630.000000,6.050591
terrifies ,0.000000,1.000000,1.000000,1.000000
tonight ,3.938816,142.000000,57.000000,2.491228
interesting ,0.759308,7.000000,5.000000,1.400000
mitt romney becomes president ,63.993519,8845.000000,3023.000000,12.136305
moving ,1.278170,14.000000,10.000000,1.400000
canada ,0.868719,10.000000,7.000000,1.428571
whatchu think ,2.038104,181.000000,98.000000,3.845361
romney looks ,33.391843,4682.000000,1586.000000,6.360710
bit nervous ,2.172004,39.000000,19.000000,4.023810
make ,3.764399,169.000000,77.000000,2.194805
starting ,0.949457,10.000000,8.000000,1.250000
peel ,0.383049,2.000000,2.000000,1.000000
wait wait wait america's ,2.540587,60.000000,41.000000,3.435897
place ,0.733748,10.000000,7.000000,1.428571
start small biz says ,16.222044,829.000000,279.000000,11.777627
man ,2.208130,128.000000,62.000000,2.064516
sends jobs overseas ,7.331708,311.000000,132.000000,8.192073
romney actually looks like ,47.397610,6057.000000,2053.000000,11.732111
president ,9.492084,864.000000,378.000000,2.285714
obama just looks like ,39.940764,4510.000000,1678.000000,11.616504
paying close attention ,4.193861,80.000000,37.000000,6.735043
train ,0.571869,1.000000,1.000000,1.000000
educators ,0.000000,1.000000,1.000000,1.000000
vital ,0.512266,3.000000,2.000000,1.500000
changing ,1.097772,15.000000,6.000000,2.500000
education system ,4.629508,114.000000,66.000000,4.072639
better ,3.143233,132.000000,54.000000,2.444444
please excuse ,3.353063,70.000000,32.000000,3.833333
political ,1.570443,37.000000,15.000000,2.466667
correctness ,0.000000,1.000000,1.000000,1.000000
fuck mitt romney ,55.793456,8119.000000,2735.000000,7.907734
shade ,0.761317,9.000000,5.000000,1.800000
blue ,1.859167,38.000000,12.000000,3.166667
currently ,0.486147,12.000000,6.000000,2.000000
display ,0.815994,7.000000,3.000000,2.333333
shot ,1.877431,15.000000,15.000000,1.000000
black boy ,3.654502,129.000000,60.000000,4.260000
school said ,4.081826,283.000000,103.000000,4.987179
going ,3.576472,247.000000,143.000000,1.727273
mitt romney ,53.459348,7924.000000,2630.000000,6.050591
yal niggas heard ,1.725152,49.000000,23.000000,7.742857
somebody wanna get jumped ,10.977572,610.000000,243.000000,12.899749
class ,3.109591,68.000000,30.000000,2.266667
#romney says ,7.663640,442.000000,173.000000,5.107056
wants ,2.855353,145.000000,69.000000,2.101449
crack ,2.544202,67.000000,43.000000,1.558140
china ,3.674016,130.000000,81.000000,1.604938
profiting ,0.000000,1.000000,1.000000,1.000000
shipping jobs ,7.118719,298.000000,128.000000,4.917073
minute ,1.727044,27.000000,13.000000,2.076923
#debates ,7.845891,319.000000,156.000000,2.044872
already muted ,4.307305,270.000000,104.000000,4.601942
tv ,2.211921,49.000000,34.000000,1.441176
politics drive ,3.025707,52.000000,37.000000,2.893939
crazy ,1.005920,17.000000,8.000000,2.125000
#mute #unmute #mute #unmute 90min ,1.456042,9.000000,3.000000,9.000000
pressing buttons ,0.680988,6.000000,3.000000,4.000000
wow ,0.498555,12.000000,7.000000,1.714286
romney nailed ,28.494119,4214.000000,1451.000000,4.904828
round one ,3.612887,193.000000,87.000000,4.942771
nice work mitt ,27.926154,3804.000000,1232.000000,7.059277
obama's answers ,5.174842,206.000000,68.000000,5.718582
weak ,1.368920,14.000000,7.000000,2.000000
idk ,0.783198,15.000000,9.000000,1.666667
think ,2.038104,179.000000,97.000000,1.845361
like romney ,40.802477,5499.000000,1880.000000,5.897851
dont really pay ,9.468534,578.000000,227.000000,7.778232
much attention ,4.415211,164.000000,81.000000,4.190476
know ,3.410289,240.000000,145.000000,1.655172
country ,1.795287,49.000000,38.000000,1.289474
shit right now ,13.437493,717.000000,291.000000,7.605451
romney's face pisses ,8.511772,514.000000,174.000000,7.986926
hear ,2.917227,112.000000,57.000000,1.964912
blahblahblah ,0.000000,1.000000,1.000000,1.000000
needs ,1.330929,65.000000,28.000000,2.321429
go home ,4.278572,156.000000,81.000000,4.013889
sit ,1.314761,30.000000,15.000000,2.000000
yall prob dont even know ,10.737528,686.000000,311.000000,13.473934
talking ,3.014454,164.000000,86.000000,1.906977
yah just know ,11.019939,1291.000000,509.000000,6.880472
obama ,15.681776,1709.000000,751.000000,2.275632
black ,2.595795,108.000000,50.000000,2.160000
hes ,1.266635,41.000000,13.000000,3.153846
watch ,2.777638,125.000000,70.000000,1.785714
#debates ,7.845891,319.000000,156.000000,2.044872
finish ,0.568982,2.000000,2.000000,1.000000
set ,1.037857,6.000000,5.000000,1.200000
asdfghjkl ,0.000000,1.000000,1.000000,1.000000
sum ,0.480000,7.000000,3.000000,2.333333
hang ,0.000000,2.000000,2.000000,1.000000
mitt romney just came ,61.373207,8997.000000,3003.000000,11.359225
human ,0.470959,3.000000,2.000000,1.500000
see ,2.616374,139.000000,81.000000,1.716049
long ,0.958889,19.000000,12.000000,1.583333
#debates ,7.845891,319.000000,156.000000,2.044872
hugging romney ,28.494119,4214.000000,1451.000000,4.904828
energy ,5.258574,245.000000,93.000000,2.634409
taxes ,5.556831,173.000000,81.000000,2.135802
looks thoughtful ,4.897724,472.000000,137.000000,5.455882
seem ,0.744602,13.000000,7.000000,1.857143
talking ,3.014454,164.000000,86.000000,1.906977
us ,4.268895,199.000000,75.000000,2.653333
mitt ,24.965229,3712.000000,1180.000000,3.145763
mitt ,24.965229,3712.000000,1180.000000,3.145763
nigga dont try ,7.707989,335.000000,119.000000,7.481878
get smart w ,10.785610,524.000000,217.000000,7.882662
president ,9.492084,864.000000,378.000000,2.285714
obama check ,17.204759,1752.000000,764.000000,5.583324
ass ,5.764215,253.000000,89.000000,2.842697
booooo ,0.289900,2.000000,2.000000,1.000000
mitt romney ,53.459348,7924.000000,2630.000000,6.050591
pay ,3.736937,169.000000,76.000000,2.223684
tax ,5.718614,221.000000,95.000000,2.326316
mitt romney ,53.459348,7924.000000,2630.000000,6.050591
pay ,3.736937,169.000000,76.000000,2.223684
tax ,5.718614,221.000000,95.000000,2.326316
feel like mitt romney ,67.939274,9352.000000,3114.000000,11.654725
trying ,1.997536,69.000000,42.000000,1.642857
sell ,0.962007,10.000000,7.000000,1.428571
fuck ,2.334108,195.000000,105.000000,1.857143
mitt romney ,53.459348,7924.000000,2630.000000,6.050591
dumb bitch wtf ,5.040539,161.000000,66.000000,6.424545
gonna lie ,4.445489,169.000000,76.000000,4.413759
want ,3.983318,228.000000,134.000000,1.701493
watch ,2.777638,125.000000,70.000000,1.785714
debate ,7.669656,432.000000,239.000000,1.807531
think ,2.038104,179.000000,97.000000,1.845361
handle mitt romney ,53.916403,7934.000000,2636.000000,7.717258
mitt romney ,53.459348,7924.000000,2630.000000,6.050591
creepy smirk ,2.687120,70.000000,32.000000,4.415584
like stfu ill kill ,16.142456,1381.000000,468.000000,10.572568
smirk ,1.869136,45.000000,21.000000,2.142857
president obama just ,32.226766,3617.000000,1490.000000,7.453313
say ,2.928360,266.000000,132.000000,2.015152
knows ,1.272023,72.000000,28.000000,2.571429
win ,1.795906,60.000000,36.000000,1.666667
new term ,4.121195,141.000000,48.000000,5.575824
anyone tell ,2.970373,109.000000,52.000000,4.220238
mitt romney looks like guy smiley ,73.883915,9783.000000,3251.000000,20.277274
sesame street ,1.489445,19.000000,11.000000,3.666667
believe ,1.938674,66.000000,35.000000,1.885714
fuck mitt romney saying ,58.482647,8236.000000,2798.000000,9.764877
bitches aint ask ,4.287531,126.000000,48.000000,7.624581
wow mitt romney ,53.957903,7936.000000,2637.000000,7.764877
just like changed ,19.742375,2337.000000,793.000000,8.884990
mouth ,1.187502,65.000000,31.000000,2.096774
using ,1.011459,23.000000,8.000000,2.875000
mitt romney ,53.459348,7924.000000,2630.000000,6.050591
just said ,9.825418,1299.000000,451.000000,5.725300
thing obama said ,20.391970,2040.000000,876.000000,7.280394
already hate mitt romney ,59.198421,8283.000000,2773.000000,10.927533
even listened ,2.875173,211.000000,89.000000,3.890805
mitt romney ,53.459348,7924.000000,2630.000000,6.050591
al gore answering ,2.754187,37.000000,13.000000,8.666667
personal story technique ,1.922648,34.000000,15.000000,6.833333
good technique ,2.209311,150.000000,65.000000,4.801587
obama throw ,16.845450,1732.000000,765.000000,3.918489
money ,2.864158,79.000000,42.000000,1.880952
failed education system ,5.447026,122.000000,70.000000,6.072639
vouchers ,0.000000,2.000000,2.000000,1.000000
poor #denverdebate ,4.830151,122.000000,60.000000,4.010943
breaking fox news already declares mitt romney ,65.155144,8508.000000,2793.000000,30.252533
winner ,1.366146,70.000000,19.000000,3.684211
#debate time ,9.094573,228.000000,116.000000,4.119658
show em ,2.076132,14.000000,9.000000,3.200000
got #mitt ,4.528718,197.000000,88.000000,4.216410
ps ,0.591207,3.000000,2.000000,1.500000
may want ,5.413480,250.000000,149.000000,3.168160
watch ,2.777638,125.000000,70.000000,1.785714
unbiased commentary ,0.000000,4.000000,2.000000,4.000000
actually think ,3.735513,267.000000,134.000000,4.223739
business startups reference ,6.520823,354.000000,108.000000,8.964744
wonderful ,0.000000,1.000000,1.000000,1.000000
mitt obama ,40.647005,5421.000000,1931.000000,5.421395
nothing ,1.576102,66.000000,33.000000,2.000000
say ,2.928360,266.000000,132.000000,2.015152
contrast ,0.466133,2.000000,2.000000,1.000000
mitt romney soo ugly ,55.491614,7947.000000,2640.000000,11.550591
dont need ,5.853777,314.000000,138.000000,4.713922
ugly president ,10.925437,880.000000,386.000000,4.285714
keep saying china ,8.190444,302.000000,165.000000,6.081129
cheating ,0.939632,10.000000,8.000000,1.250000
mean ,1.268713,51.000000,28.000000,1.821429
cheating ,0.939632,10.000000,8.000000,1.250000
romney crack ,31.038321,4279.000000,1493.000000,4.462968
china ,3.674016,130.000000,81.000000,1.604938
cheat lol ,3.759354,155.000000,76.000000,3.775000
dreaming pal ,0.000000,4.000000,2.000000,4.000000
cable ,0.919749,7.000000,4.000000,1.750000
watching ,3.296717,158.000000,107.000000,1.476636
presidential debate ,11.589256,612.000000,305.000000,4.534804
shit ,5.160207,268.000000,127.000000,2.110236
ones ,0.986830,13.000000,7.000000,1.857143
vote b ,5.389595,178.000000,108.000000,3.895833
new drinking game idea ,8.477547,334.000000,114.000000,11.387850
take ,3.728621,139.000000,63.000000,2.206349
drink ,1.168568,15.000000,13.000000,1.153846
time mitt romney says america ,65.035213,8508.000000,2894.000000,12.698100
mitt romney's spiel sounded like ,42.887499,5343.000000,1710.000000,17.585595
viagara commercial ,0.874875,13.000000,5.000000,4.750000
economy ,2.506463,43.000000,28.000000,1.535714
governor romney ,29.257209,4226.000000,1456.000000,5.238161
stand ,1.199365,33.000000,18.000000,1.833333
chance ,0.698195,11.000000,7.000000,1.571429
president obama ,25.173860,2573.000000,1129.000000,4.561346
feel like mitt romney ,67.939274,9352.000000,3114.000000,11.654725
kind ,1.377963,27.000000,24.000000,1.125000
guy ,3.218485,96.000000,54.000000,1.777778
resends text ,0.403672,30.000000,15.000000,4.000000
#debates ,7.845891,319.000000,156.000000,2.044872
lower taxes ,7.040363,201.000000,95.000000,4.135802
corporations uhhhhh ,2.238283,27.000000,15.000000,3.769231
double ,0.718521,12.000000,6.000000,2.000000
regulations ,1.159130,11.000000,4.000000,2.750000
work ,1.158950,56.000000,37.000000,1.513514
mitt romney ass lying like hell ,74.708622,9583.000000,3201.000000,16.600597
thick ass eyebrows ,5.764215,260.000000,92.000000,7.842697
cover ,0.000000,1.000000,1.000000,1.000000
eyes ,1.028604,36.000000,21.000000,1.714286
president obama ,25.173860,2573.000000,1129.000000,4.561346
first lady michelle ,4.702722,179.000000,71.000000,8.071429
cute ,0.761856,8.000000,6.000000,1.333333
even kidding ,3.154931,214.000000,92.000000,3.590805
adorable ,0.552067,2.000000,2.000000,1.000000
romney looks like ,45.700201,5969.000000,2016.000000,9.353733
going ,3.576472,247.000000,143.000000,1.727273
laugh ,1.471150,32.000000,23.000000,1.391304
ass ,5.764215,253.000000,89.000000,2.842697
#debates invest spend ,11.559419,409.000000,208.000000,5.733761
invest like solyndra ,16.810869,1389.000000,486.000000,7.045548
top ,0.953808,11.000000,11.000000,1.000000
eco policies produced ,0.929432,28.000000,12.000000,8.000000
decade ,0.755624,4.000000,3.000000,1.333333
growth ,1.102340,21.000000,8.000000,2.625000
now taxes ,9.535825,403.000000,169.000000,4.749438
really happy ,3.386408,218.000000,91.000000,4.893258
amount ,0.798578,4.000000,4.000000,1.000000
#presidentialdebate tweets ,3.919277,150.000000,78.000000,3.773148
seeing ,0.582324,11.000000,6.000000,1.833333
mitt romney type ,54.951500,7949.000000,2645.000000,7.717258
dude ,1.531060,45.000000,22.000000,2.045455
steal candy ,0.687099,7.000000,5.000000,3.250000
seconds ,1.049402,19.000000,8.000000,2.375000
prez ,0.850350,7.000000,5.000000,1.400000
already dropped ,5.397185,284.000000,110.000000,4.887656
first flannery o'connor reference ,3.278151,156.000000,61.000000,13.166667
boy ,1.058707,21.000000,10.000000,2.100000
want kanye west ,5.878746,243.000000,140.000000,6.701493
say mitt romney ,56.387708,8190.000000,2762.000000,8.065743
care ,1.722319,40.000000,27.000000,1.481481
youve ,0.928350,9.000000,5.000000,1.800000
years though obama ,20.672848,1893.000000,853.000000,6.316117
havent ,0.506569,7.000000,2.000000,3.500000
done ,1.228910,42.000000,23.000000,1.826087
stop companies like walmart ,17.179889,1417.000000,485.000000,10.147568
source ,0.799406,7.000000,4.000000,1.750000
first step ,3.799680,160.000000,64.000000,5.000000
#presidentialdebate let romney tell ,33.962851,4410.000000,1552.000000,8.664880
people ,4.305414,257.000000,115.000000,2.234783
ask ,1.223210,27.000000,12.000000,2.250000
help ,2.661323,95.000000,51.000000,1.862745
lazy ,0.766109,15.000000,7.000000,2.142857
breaking fox news declares mitt romney winner ,62.213985,8310.000000,2709.000000,31.334802
tonight's debate ,9.064833,462.000000,253.000000,3.950388
shut ,1.080813,46.000000,26.000000,1.769231
hell ,1.461530,62.000000,31.000000,2.000000
mitt romney ,53.459348,7924.000000,2630.000000,6.050591
stop hating ,2.593202,94.000000,39.000000,4.621212
barack obama ,18.384591,1839.000000,795.000000,5.230177
black ,2.595795,108.000000,50.000000,2.160000
mitts ,0.320340,2.000000,2.000000,1.000000
joke ,1.525187,48.000000,27.000000,1.777778
obama ,15.681776,1709.000000,751.000000,2.275632
dont even know ,9.010799,644.000000,294.000000,7.207267
vote ,3.715183,150.000000,96.000000,1.562500
wonder ,0.896657,14.000000,13.000000,1.076923
chipotle guy eyeballing romney ,32.197913,4318.000000,1508.000000,10.682606
offered ,0.000000,1.000000,1.000000,1.000000
free ticket ,1.910362,30.000000,10.000000,5.250000
debates ,1.300652,35.000000,18.000000,1.944444
said ,2.772512,255.000000,90.000000,2.833333
