Phrase,TextRankScore,RakeDegScore,RakeFreqScore,RakeDBFScore,ActualTweet
mitt romney just ,60.512254,8968,2991,8.942558,
mitt romney dont pay ,60.310556,8289,2768,11.435565,
way mitt romney talks better ,60.258625,8192,2759,12.529348,
mitt romney aint shit ,60.161627,8259,2780,11.07387,
much hair spray mitt romney used ,60.153164,8129,2725,17.157734,
#debate mitt romney mouth ,59.964101,8047,2687,10.378134,
support anything mitt romney says ,59.936341,8253,2750,14.232583,
think mitt romney might fuck ,59.877142,8337,2853,11.610238,
something mitt romney says hahaha pleasseee ,59.818127,8255,2755,20.902518,
mitt romney looks kinda salty ,59.817832,8444,2782,17.506473,
mitt romney years old ,59.780609,8119,2736,10.129538,
mitt romney ain't pay ,59.775311,8190,2738,11.305525,
mitt romney wanna take ,59.724633,8187,2735,11.209321,
first question mitt romney ,59.718482,8165,2750,10.128716,
mitt romney jobs ,59.666517,8209,2753,8.367664,
holy shit mitt romney ,59.599358,8215,2763,11.99416,
mitt romney already lying ,59.481824,8249,2754,11.366819,
cant hear mitt romney speak ,59.40221,8131,2720,13.767383,
nigga mitt romney look ,59.391256,8275,2771,11.247126,
mitt romney shook obama's hand ,59.361417,8151,2698,16.568216,
want fucking mitt romney ,59.357748,8236,2794,10.552084,
mitt romney looks likes ,59.251549,8430,2777,12.7792,
mitt romney kissing ass ,59.223563,8181,2720,12.893288,
already hate mitt romney ,59.198421,8283,2773,10.927533,
everything mitt romney says ,59.17839,8248,2747,11.543694,
tax mitt romney ,59.177962,8145,2725,8.376907,
mitt romney thinks obama's specifics ,59.095069,8146,2703,14.517712,
good god mitt romney sounds ,59.069359,8235,2747,13.570035,
mitt romney going talk ,59.034906,8270,2822,9.798272,
mitt romney looks sneaky ,59.031563,8409,2770,13.256473,
taxes mitt romney ,59.016179,8097,2711,8.186393,
mitt romney cant even speak ,58.971222,8227,2750,14.193276,
mitt romney looks reminds ,58.947855,8422,2776,12.306473,
havent seen one mitt romney follower ,58.832317,8138,2724,17.814791,
mitt romney actually got elected ,58.799608,8191,2744,14.222302,
something mitt romney says ,58.785547,8237,2751,10.902518,
time mitt romney talks ,58.745825,8156,2744,10.522813,
mitt romney aint pay ,58.738357,8160,2729,11.187318,
#debate2012 mitt romney looking ,58.605482,8078,2692,11.383924,
mitt romney staring right ,58.543196,8158,2713,11.075027,
mitt romney wanna crack ,58.540214,8115,2715,10.561112,
fuck mitt romney saying ,58.482647,8236,2798,9.764877,
time mitt romney comes ,58.441842,8139,2743,9.896002,
mitt romney voice annoying ,58.406636,8031,2673,10.864083,
mitt romney better win ,58.398487,8116,2720,10.161702,
hear mitt romney talk ,58.375661,8135,2736,10.035911,
mitt romney looks ,58.357072,8394,2766,9.506473,
time mitt romney speaks ,58.269263,8127,2732,10.68948,
mitt romney sounds really monotone ,58.247251,8285,2760,17.018849,
mitt romney first thing ,58.243304,8140,2721,10.72202,
already googled mitt romney nude pics ,58.216122,8213,2737,25.152533,
take mitt romney serious ,58.207932,8097,2704,11.347849,
mitt romney makes joke ,58.106534,8069,2694,10.449991,
watch mitt romney lie ,58.104745,8086,2717,10.012776,
hear mitt romney tell ,57.861274,8090,2715,9.944074,
mitt romney dnt pay ,57.799581,8113,2713,11.131418,
lmao mitt romney look ,57.776437,8184,2744,10.166357,
already mitt romney ,57.766653,8192,2733,8.652533,
people mitt romney bussed ,57.764762,8185,2746,12.285374,
president obama just told mitt ,57.763591,7354,2678,13.724076,
think anyone hates mitt romney ,57.74658,8171,2755,13.437619,
really mitt romney yes ,57.732251,8194,2747,10.479563,
hear mitt romney speak ,57.72353,8076,2701,10.872646,
couch hears mitt romney talking gets ,57.63021,8131,2730,22.540901,
basic parts mitt romney everything ,57.575467,8034,2671,13.964877,
oh man mitt romney ,57.51755,8138,2734,10.162726,
america mitt romney ,57.478988,8095,2717,8.016108,
want mitt romney ,57.442666,8152,2764,7.752084,
mitt romney better bring ,57.311533,8064,2686,12.495035,
mitt romney stop trying ,57.274378,8074,2705,10.147993,
mitt romney better wipe ,57.25478,8061,2686,10.995035,
mitt romney says ,57.238251,8167,2717,8.843694,
hope mitt romney win ,57.23416,8059,2690,10.842258,
hear mitt romney slip ,57.22269,8046,2691,10.515503,
take mitt romney ,57.187969,8063,2693,8.25694,
mitt romney take ,57.187969,8063,2693,8.25694,
vote mitt romney ,57.174531,8074,2726,7.613091,
mitt romney voice ,57.10709,8015,2666,8.578369,
mitt romney trying hard ,57.071178,8045,2699,9.619374,
fuck mitt romney tho ,57.060487,8145,2748,9.907734,
mitt romney going ,57.03582,8171,2773,7.777864,
see mitt romney step ,57.029128,8083,2719,10.26664,
funny cause mitt romney ,56.949656,8033,2682,10.393919,
mitt romney said ohh ,56.876405,8190,2723,12.550591,
mitt romney know ,56.869637,8164,2775,7.705763,
watch mitt romney avoid ,56.843326,8059,2706,9.502972,
even likes mitt romney ,56.840064,8168,2728,11.714123,
hell fucking mitt romney ,56.83596,8070,2691,10.850591,
fucking hate mitt romney ,56.806198,8099,2700,11.125591,
think mitt romney knows ,56.769475,8175,2755,10.467381,
excellent answer mitt romney ,56.762189,8029,2686,10.377514,
voting mitt romney omg ,56.728901,8004,2681,9.816445,
mitt romney ha ha ,56.71222,7951,2646,7.738091,
ha ha ha mitt romney ,56.71222,7951,2646,7.738091,
mitt romney white power #presidentialdebate2012 ,56.640252,8024,2664,15.657734,
mitt romney wins ill ,56.622947,8024,2663,12.1415,
mitt romney got ,56.613104,8096,2705,8.343924,
mitt romney better ,56.602581,8056,2684,8.495035,
better mitt romney ,56.602581,8056,2684,8.495035,
fuck outta mitt romney ,56.59309,8127,2738,10.574401,
mitt romney look tickled ,56.58795,8168,2733,11.897126,
mitt romney makes ,56.581347,8021,2667,8.672213,
mitt romney cut ,56.578042,8076,2696,8.353621,
mitt romney stop speaking ,56.559648,8048,2681,10.894025,
mitt romney shaking hands ,56.548062,7988,2658,10.613091,
go mitt romney ,56.539459,8061,2702,7.953369,
mitt romney goes oh ,56.494597,8048,2683,11.552755,
mitt romney talking ,56.473802,8088,2716,7.957568,
someone ask mitt romney ,56.445822,7998,2663,10.538686,
mitt romney rich ,56.409893,8029,2693,7.717258,
funny joke mitt romney ,56.408966,8016,2686,9.34561,
say mitt romney ,56.387708,8190,2762,8.065743,
tell mitt romney came prepared ,56.358851,8013,2672,13.395829,
lol mitt romney ,56.32908,8053,2690,8.200591,
mitt romney wants ,56.314701,8069,2699,8.15204,
hahahah mitt romney wants ,56.314701,8073,2700,12.15204,
watch mitt romney ,56.236986,8049,2700,7.836305,
mitt romney said ,56.23186,8179,2720,8.883924,
said mitt romney ,56.23186,8179,2720,8.883924,
mitt romney said e ,56.23186,8183,2721,12.883924,
breaking mitt romney comes ,56.219982,8049,2669,13.007113,
mitt romney look ,56.213818,8161,2731,8.397126,
fake smile mitt romney ,56.186572,8007,2665,10.767374,
dhat bitch romney just tried downplay dha skool like dhat now ,56.166221,6922,2371,51.680873,
call mitt romney mitten thats ,56.122522,7982,2658,15.07412,
different mitt romney ,56.118106,7976,2656,8.050591,
mitt romney think larry gagosian ,56.103953,8119,2730,18.395952,
mitt romney really ,56.076674,8137,2719,8.443849,
see mitt romney snooping ,56.075722,8067,2712,11.76664,
see mitt romney ,56.075722,8063,2711,7.76664,
mitt romney ain't ,56.038374,8021,2662,9.081841,
mitt romney made ,56.031443,8003,2657,8.976517,
mitt romney wins round ,56.009846,8001,2656,11.800591,
mitt romney crack ,56.00355,7991,2673,7.608731,
mitt romney wanna ,55.996012,8048,2672,9.002972,
real mitt romney ,55.884643,8024,2667,8.753294,
fuck mitt romney ,55.793456,8119,2735,7.907734,
mitt romney tryna send ,55.77312,7992,2652,12.139877,
ever cats mitt romney ,55.764203,8012,2665,12.521179,
mitt romney seems calm ,55.669402,7998,2657,11.175591,
mitt romney answers ,55.599961,7971,2649,8.524275,
mitt romney kinda fine ,55.575155,7981,2650,11.450591,
mitt romney cause ,55.525225,7989,2653,8.876678,
anything mitt romney ,55.514909,7993,2657,8.606147,
mitt romney kinda reminds ,55.510891,7997,2655,11.850591,
mitt romney might ,55.50493,7963,2651,7.907734,
think mitt romney ,55.497452,8103,2727,7.895952,
think mitt romney wud ,55.497452,8107,2728,11.895952,
mitt romney soo ugly ,55.491614,7947,2640,11.550591,
mitt romney soooo f ,55.489029,7947,2638,11.983924,
wen mitt romney talks ,55.486468,8004,2659,12.233924,
mitt romney talk ,55.458434,8023,2679,8.070999,
mitt romney becomes pres ,55.455257,8009,2658,12.004437,
mitt romney dumb ,55.448653,7994,2659,8.464384,
hope mitt romney ,55.438254,7999,2654,9.175591,
thing mitt romney ,55.39703,8000,2665,8.22202,
mitt romney doesnt understand ,55.375251,7995,2660,11.600591,
fucking mitt romney ,55.37443,8008,2660,8.850591,
mitt romney wins ,55.358707,7990,2652,9.050591,
stupid mitt romney photo ,55.358074,8001,2659,12.657734,
moronic things mitt romney ,55.350439,7992,2664,11.989985,
mitt romney becomes potus ,55.348521,7999,2654,11.850591,
lie mitt romney ,55.327107,7961,2647,8.227062,
mitt romney full ,55.320729,7961,2652,7.732409,
oh mitt romney ,55.30942,8010,2672,8.09821,
wow mitt romney thinks ,55.307318,7976,2652,10.431544,
mitt romney bullshit ,55.297195,7979,2657,8.087628,
mitt romney keep ,55.286585,7979,2651,8.669639,
mitt romney win ,55.255254,7984,2666,7.717258,
mitt romney actually ,55.156757,8012,2667,8.428969,
everytime mitt romney speaks ,55.125426,7967,2646,11.300591,
glad mitt romney decided ,55.122899,7947,2645,9.150591,
mitt romney channeling al gore ,55.079603,7950,2638,17.050591,
declares mitt romney ,55.028017,7990,2640,12.650591,
mitt romney always ,55.015695,7997,2656,8.858283,
omfg mitt romney shut ,54.971778,7974,2657,11.819822,
mitt romney talks ,54.968503,7986,2654,8.633924,
mitt romney type ,54.9515,7949,2645,7.717258,
mitt romney fake ,54.894695,7977,2652,8.459682,
hate mitt romney ,54.891116,8015,2670,8.325591,
mitt romney asked ,54.883477,7955,2646,7.988091,
mitt romney wo telling ,54.872501,7946,2638,11.717258,
mitt romney movie ,54.843049,7943,2637,8.764877,
mitt romney suck ,54.810294,7945,2642,7.800591,
thinks mitt romney ,54.808763,7964,2645,8.717258,
mitt romney thinks ,54.808763,7964,2645,8.717258,
mitt romney speak ,54.806303,7964,2644,8.907734,
mitt romney needs ,54.790277,7989,2658,8.37202,
mitt romney racist ,54.782449,7950,2643,8.050591,
mitt romney though ,54.76679,7988,2656,8.512129,
mitt romney stops smiling ,54.744121,7949,2642,11.959682,
mitt romney speaking ,54.742154,7967,2648,8.43948,
mitt romney knows ,54.731371,7996,2658,8.62202,
mitt romney tho ,54.726379,7950,2643,8.050591,
enjoy mitt romney staring ,54.697769,7945,2640,10.193448,
mitt romney publicist done ,54.688258,7970,2654,11.876678,
mitt romney comes ,54.66452,7969,2653,8.007113,
stand mitt romney ,54.658713,7957,2648,7.883924,
mitt romney mouth ,54.64685,7989,2661,8.147365,
mitt romney trynna copy ,54.645367,7944,2636,12.717257,
mitt romney goes ,54.644525,7962,2641,9.505136,
mitt romney drops ,54.629892,7927,2631,9.050591,
republic candidate mitt romney ,54.59912,7962,2648,12.050591,
whenever mitt romney smirks ,54.582553,7940,2637,11.050591,
yo mitt romney ,54.572495,7959,2642,8.967258,
find mitt romney attractive ,54.561542,7941,2637,10.950591,
mitt romney ole bean head ,54.55439,7975,2650,18.328369,
douche bag mitt romney ,54.549582,7937,2636,10.383924,
mitt romney went ,54.540519,7946,2637,9.193448,
mitt romney shut ,54.540161,7970,2656,7.819822,
mitt romney needahh shut ,54.540161,7974,2657,11.819822,
mitt romney becomes ,54.501435,7981,2645,9.850591,
mitt romney speaks ,54.491941,7957,2642,8.800591,
mitt romney became ,54.48432,7943,2638,8.425591,
follow mitt romney ,54.471115,7938,2639,7.606147,
mitt romney paid ,54.439397,7939,2637,8.193448,
president obama really cut small business taxes times ,54.403772,3963,1627,20.651037,
forget mitt romney 1point owned burger king ,54.381401,7965,2637,38.383924,
reading mitt romney ,54.350738,7938,2636,8.383924,
cheat mitt romney ,54.34897,7950,2646,7.675591,
cheat mitt romney bwhahaahah ,54.34897,7954,2647,11.675591,
slap mitt romney ,54.337846,7934,2636,7.717258,
hit mitt romney ,54.325452,7942,2640,7.850591,
mitt romney become ,54.310329,7952,2640,8.850591,
mitt romney sign ,54.29038,7941,2637,8.479162,
bet mitt romney ,54.279798,7967,2652,8.005136,
mitt romney rehearsed ,54.278131,7934,2637,7.479162,
mitt romney explain ,54.27094,7934,2636,7.717258,
ugh mitt romney ,54.264019,7934,2635,8.050591,
mitt romney walked ,54.255815,7941,2637,8.479162,
punch mitt romney ,54.247257,7945,2645,7.450591,
trust mitt romney ,54.240163,7947,2643,7.819822,
shade mitt romney ,54.220665,7933,2635,7.850591,
haha mitt romney ,54.215255,7937,2639,7.495035,
tweet mitt romney ,54.210748,7938,2639,7.606147,
goodness mitt romney ,54.201859,7930,2633,8.050591,
swear mitt romney ,54.187426,7933,2637,7.336305,
hmm mitt romney ,54.186171,7932,2633,8.717258,
expect mitt romney ,54.16234,7946,2639,8.495035,
mitt romney expect ,54.16234,7946,2639,8.495035,
mitt romney sweet ,54.159729,7938,2634,9.550591,
mitt romney chance ,54.157543,7935,2637,7.62202,
mitt romney cheese ,54.13318,7934,2634,8.550591,
mitt romney d ,54.106438,7929,2633,7.717258,
mitt romney gives ,54.106302,7940,2636,8.717258,
ann romney mitt ,54.105828,7948,2639,8.717258,
ohh mitt romney ,54.103893,7935,2633,9.717258,
mitt romney opened ,54.089073,7938,2635,8.850591,
mitt romney looked ,54.079641,7945,2636,9.550591,
mitt romney pushing ,54.053332,7929,2633,7.717258,
mitt romney reminds ,54.050131,7952,2640,8.850591,
corny mitt romney shots ,54.026219,7941,2635,13.300591,
expecting mitt romney ,54.01244,7929,2632,8.550591,
mitt romney smiles ,54.010083,7930,2633,8.050591,
obama just said romney ,54.001313,7220,2652,10.90576,
feeling mitt romney ,53.999896,7939,2637,8.193448,
mitt romney cracked ,53.996834,7928,2632,8.050591,
admit mitt romney ,53.994407,7936,2635,8.450591,
name mitt romney ,53.960115,7943,2636,9.217258,
mitt romney pissing ,53.959086,7932,2634,8.050591,
mitt romney pisses ,53.95831,7939,2637,8.193448,
wow mitt romney ,53.957903,7936,2637,7.764877,
shorter mitt romney ,53.954581,7941,2635,9.450591,
mitt romney bans porn ,53.927525,7935,2634,12.383924,
mitt romney relate ,53.923033,7929,2633,7.717258,
tear mitt romney ,53.91858,7934,2635,8.050591,
handle mitt romney ,53.916403,7934,2636,7.717258,
mitt romney convinced ,53.915211,7928,2632,8.050591,
attack mitt romney ,53.903879,7931,2633,8.383924,
mitt romney annoys ,53.892623,7937,2634,9.300591,
mitt romney scares ,53.843987,7928,2632,8.050591,
mitt romney irritates ,53.814157,7929,2632,8.550591,
mitt romney offer ,53.813458,7928,2632,8.050591,
mitt romney tries ,53.800396,7929,2633,7.717258,
mitt romney remind ,53.793214,7930,2633,8.050591,
afraid mitt romney ,53.765754,7929,2633,7.717258,
mitt romney repeating ,53.747243,7928,2632,8.050591,
president obama romney ,53.667979,6785,2579,7.466174,
president obama tapped romney ,53.667979,6789,2580,11.466174,
mitt romney ,53.459348,7924,2630,6.050591,
mitt romney du ,53.459348,7927,2631,9.050591,
mitt romney dur ,53.459348,7927,2631,9.050591,
mitt romney claiming ,53.459348,7927,2631,9.050591,
nicca mitt romney ,53.459348,7927,2631,9.050591,
woahhh mitt romney ,53.459348,7927,2631,9.050591,
mitt romney conjure ,53.459348,7927,2631,9.050591,
theta nu brothers jusy liked mitt romney ,53.459348,7959,2635,41.050591,
replaced mitt romney ,53.459348,7927,2631,9.050591,
mitt romney messing ,53.459348,7927,2631,9.050591,
booing mitt romney ,53.459348,7927,2631,9.050591,
whooooop mitt romney ,53.459348,7927,2631,9.050591,
fuckkk mitt romney ,53.459348,7927,2631,9.050591,
mitt romney rebut ,53.459348,7927,2631,9.050591,
mitt romney freaks ,53.459348,7927,2631,9.050591,
mitt romney rinds ,53.459348,7927,2631,9.050591,
ahahahahahahahaha mitt romney ,53.459348,7927,2631,9.050591,
mitt romney slips ,53.459348,7927,2631,9.050591,
mitt romney dropping ,53.459348,7927,2631,9.050591,
mitt romney walking ,53.459348,7927,2631,9.050591,
fuckboy mitt romney ,53.459348,7927,2631,9.050591,
gotdammnnn mitt romney ,53.459348,7927,2631,9.050591,
frequency mitt romney ,53.459348,7927,2631,9.050591,
romney re jobs champion small business ,52.233084,5360,1833,21.346168,
mitt romney's face looks like hes thinking ,52.196199,6032,1939,20.361814,
romney makes obama look weak ,51.421284,6269,2346,12.148617,
romney just accused obama ,51.228801,6969,2563,12.072427,
niggas just like president obama bc hes black ,50.541623,5111,2000,22.503039,
mitt romney's voice even sounds like ,50.374446,5765,1867,18.079178,
president obama mitt ,50.139089,6285,2309,7.707109,
tax tax tax romney small business ,49.745011,5237,1789,11.822078,
romney says small business part ,48.888348,5292,1796,14.488865,
just sounded like romney insinuated ,48.672994,6563,2247,16.789818,
obama shook mitt romney's hand ,48.311146,5813,2044,16.140931,
time romney blames obama ,48.307168,6096,2293,9.569349,
vote cause romney seems like ,47.983287,5781,2023,13.078105,
watching obama crush romney ,47.971114,6091,2312,9.657096,
key peele sound just like president obama ,47.69318,5008,1952,21.778635,
romney actually looks like ,47.39761,6057,2053,11.732111,
romney champion small business restore ,47.197991,5093,1724,14.629095,
romney called obama mr ,47.093548,5988,2232,9.894746,
ann romney looks like ,46.346681,5993,2025,12.0204,
obama romney thing ,46.113577,5997,2236,7.351889,
romney looks like ,45.700201,5969,2016,9.353733,
buuuuuut romney looks like ,45.700201,5973,2017,13.353733,
mitt looks like mister fantastic reed richards ,45.156476,5511,1754,32.594668,
romney small business creates ,44.844243,5038,1702,12.245762,
watch obama eat mitt ,44.502498,5564,2011,9.007109,
obama romney ,44.175895,5921,2201,5.18046,
obama torments romney ,44.175895,5924,2202,8.18046,
romney obama ,44.175895,5921,2201,5.18046,
dont like romney ,43.916748,5695,1942,9.059141,
feel like romney missed ,43.850965,5650,1938,11.008962,
obama please crush mitt ,43.656466,5492,1959,10.879728,
romney look like ,43.556947,5736,1981,8.244386,
even like romney ,43.288716,5707,1967,8.288656,
feel like romney ,42.974045,5640,1934,8.508962,
mitt romney's spiel sounded like ,42.887499,5343,1710,17.585595,
romney says make sure people ,42.43136,4939,1759,12.060852,
mitt looks like ,42.171311,5469,1746,9.594668,
plan romney #debates oh ,42.121212,4766,1719,9.095911,
home like romney ,42.000938,5518,1889,8.008962,
romney like gets ,41.958885,5530,1892,8.481184,
mitt knows small business ,41.76953,4588,1452,12.308126,
romney just say rule crack ,41.644469,5605,1990,13.370087,
wait til romney started talking shit ,40.860618,4750,1719,14.627169,
like romney ,40.802477,5499,1880,5.897851,
like cringing romney ,40.802477,5502,1881,8.897851,
president obama keeps looking like ,40.765568,3999,1618,12.342247,
#debates obama looks like ,40.733749,3785,1473,10.769409,
lol y'all know president obama just whispers ,40.686948,4050,1716,18.205853,
mitt obama ,40.647005,5421,1931,5.421395,
mitt romney's face just annoys ,40.46422,5268,1712,15.131799,
romney just looks ,40.444749,5726,1947,9.252677,
romney just looks retarted ,40.444749,5730,1948,13.252677,
well romney just said ,40.128633,5556,1926,10.430128,
man just repeat everything president obama just said ,40.10508,4110,1678,19.884495,
look like mitt ,40.028057,5236,1711,8.485321,
obama just looks like ,39.940764,4510,1678,11.616504,
romney never says one specific thing ,39.84943,4828,1704,14.466893,
romney plan cuts taxes ,39.743388,4578,1619,9.727457,
feel like president obama ,39.653786,4001,1613,10.16548,
ryan debate romney next ,39.614204,4715,1720,9.255094,
feel like mitt ,39.445155,5140,1664,8.749897,
romney become president ,38.837184,5104,1838,7.990542,
