Phrase,TextRankScore,RakeDegScore,RakeFreqScore,RakeDBFScore
many people ,6.733661,295.000000,123.000000,4.750000
got working ,4.184930,97.000000,56.000000,3.942308
living ,0.984322,17.000000,5.000000,3.400000
poverty ,0.373080,3.000000,2.000000,1.500000
low income ,4.656582,177.000000,56.000000,6.191489
stein ,0.940267,10.000000,4.000000,2.500000
commentator ,0.000000,1.000000,1.000000,1.000000
presidential debate ,9.730215,952.000000,410.000000,4.855192
perd hapley ,0.000000,4.000000,2.000000,4.000000
next statement ,3.580434,96.000000,41.000000,4.735898
question ,4.370950,188.000000,123.000000,1.528455
barack giving ,6.277782,345.000000,107.000000,5.459902
shoutout ,1.193252,11.000000,6.000000,1.833333
wife ,4.854662,131.000000,91.000000,1.439560
anything ,1.924703,54.000000,24.000000,2.250000
obama starts ,12.453648,2221.000000,869.000000,5.074384
debate ,5.205648,624.000000,288.000000,2.166667
wishing michelle ,6.142314,265.000000,117.000000,4.274692
happy wedding anniversary ,11.310114,1037.000000,411.000000,8.128084
prez stress ,0.945245,14.000000,10.000000,3.333333
hair zing ,2.488995,59.000000,23.000000,4.433333
president obama looks ,19.921666,3313.000000,1325.000000,8.130086
greyer ,0.000000,3.000000,3.000000,1.000000
governor romney ,12.032773,1966.000000,694.000000,5.366306
president barack obama d ,21.930010,3488.000000,1376.000000,10.585528
mitt romney r discuss domestic policy ,25.134559,3666.000000,1221.000000,20.646901
first presidential debate ,12.810057,1441.000000,601.000000,7.415401
university ,1.290156,18.000000,10.000000,1.800000
denver ,1.600457,29.000000,17.000000,1.705882
obama ,11.059035,2148.000000,840.000000,2.557143
president ,5.778207,1015.000000,439.000000,2.312073
marriage ,1.915549,26.000000,14.000000,1.857143
poor michelle ,4.745754,227.000000,94.000000,4.546059
watch mitt romney get owned ,30.819114,3925.000000,1363.000000,13.874611
barack obama ,15.709021,2466.000000,934.000000,5.940122
#debates governor romney ,18.449411,2401.000000,895.000000,7.530485
seem happy ,4.985341,341.000000,127.000000,4.465447
meeting number ,1.575713,36.000000,16.000000,4.581818
good thing ,6.131019,264.000000,119.000000,4.522606
color coordinated ,1.681812,26.000000,11.000000,4.055556
ties ,2.174620,38.000000,20.000000,1.900000
get confused ,6.765750,192.000000,99.000000,3.291666
candidate ,1.998159,33.000000,15.000000,2.200000
well yes ,4.421615,124.000000,65.000000,3.795238
obama let ,14.200710,2228.000000,873.000000,4.981385
talk ,2.134785,64.000000,38.000000,1.684211
think ,2.013263,116.000000,72.000000,1.611111
need ,1.540008,46.000000,38.000000,1.210526
first ,3.079842,489.000000,191.000000,2.560209
weve got ,4.675340,143.000000,69.000000,4.927602
improve ,2.016369,26.000000,20.000000,1.300000
education system ,6.749450,215.000000,97.000000,4.588299
knew ,0.262725,6.000000,5.000000,1.200000
going ,3.045736,145.000000,121.000000,1.198347
world ,1.294140,16.000000,11.000000,1.454545
want obama ,14.012751,2249.000000,910.000000,4.000000
president #romneyryan2012 bye twitter ,10.834329,1069.000000,462.000000,10.578740
support mitt romney ,20.803374,3567.000000,1195.000000,8.369123
r living ur life wrong ,7.214147,102.000000,39.000000,14.339682
canadian ,0.252243,8.000000,3.000000,2.666667
know ,3.488456,122.000000,75.000000,1.626667
mitt trying ,9.740604,1646.000000,525.000000,4.693294
point ,2.277345,68.000000,36.000000,1.888889
points ,2.905792,77.000000,41.000000,1.878049
stand ,0.446501,12.000000,8.000000,1.500000
tomorrow ,1.389108,15.000000,8.000000,1.875000
unclear ,0.000000,1.000000,1.000000,1.000000
pres obama believes ,14.218116,2222.000000,870.000000,7.390476
federal government ,3.842808,123.000000,63.000000,4.881356
charge ,0.384029,3.000000,2.000000,1.500000
just feel ,5.264797,567.000000,217.000000,4.557353
bad ,1.682937,39.000000,19.000000,2.052632
obama ,11.059035,2148.000000,840.000000,2.557143
hella nice ,2.077951,48.000000,28.000000,3.703704
interesting ,0.838043,17.000000,12.000000,1.416667
relatable ,0.431904,8.000000,4.000000,2.000000
start ,2.434887,87.000000,42.000000,2.071429
president ,5.778207,1015.000000,439.000000,2.312073
discusses anniversary ,6.496027,668.000000,271.000000,6.922378
mrs ,1.935429,23.000000,16.000000,1.437500
hmmm ,0.607249,6.000000,5.000000,1.200000
romney supports ,11.805712,1919.000000,676.000000,4.842496
smaller government ,4.384803,132.000000,65.000000,5.381356
comes ,1.373025,24.000000,14.000000,1.714286
womans right ,3.347605,137.000000,72.000000,3.900000
choose ,1.286928,12.000000,9.000000,1.333333
mitt romney ,19.699880,3532.000000,1180.000000,6.035790
writing ,0.918120,16.000000,9.000000,1.777778
happy anniversary card ,10.582403,968.000000,390.000000,7.378084
obamas ,1.689108,42.000000,18.000000,2.333333
forgot ,0.795501,10.000000,8.000000,1.250000
romne ,0.000000,1.000000,1.000000,1.000000
realistic ,0.365934,8.000000,4.000000,2.000000
take ,3.354226,70.000000,43.000000,1.627907
s ,1.818165,50.000000,21.000000,2.380952
barack obama ,15.709021,2466.000000,934.000000,5.940122
realist president ,5.778207,1017.000000,440.000000,4.312073
ever ,1.345741,62.000000,25.000000,2.480000
#obama2012 ,3.497898,31.000000,21.000000,1.476190
first thing ,5.118462,557.000000,220.000000,4.905037
obama fat month ,12.421678,2161.000000,846.000000,6.890476
lie ,1.628060,16.000000,8.000000,2.000000
come ,1.033235,27.000000,15.000000,1.800000
pres ,2.538982,60.000000,24.000000,2.500000
using ,0.944570,20.000000,10.000000,2.000000
tonight ,3.173926,162.000000,77.000000,2.103896
just spent ,4.529322,554.000000,207.000000,5.389286
first second ,3.698795,507.000000,198.000000,5.131638
opening statement talking ,7.248109,207.000000,91.000000,7.087455
wife ,4.854662,131.000000,91.000000,1.439560
guys ,1.303131,20.000000,12.000000,1.666667
take notes ,4.123548,79.000000,48.000000,3.427907
darn ,0.364096,5.000000,2.000000,2.500000
#obama ,1.565463,327.000000,142.000000,2.302817
race ,3.158123,59.000000,32.000000,1.843750
top ,1.732627,57.000000,40.000000,1.425000
solution ,0.645531,9.000000,6.000000,1.500000
corporate ,1.479797,41.000000,13.000000,3.153846
fiasco ,0.000000,1.000000,1.000000,1.000000
now ,4.834858,182.000000,86.000000,2.116279
just figured ,3.869567,539.000000,203.000000,4.008333
mitt romney played ,20.663473,3536.000000,1182.000000,8.035790
original eddie munster ,0.726080,13.000000,5.000000,8.333333
hair gave ,3.727666,100.000000,36.000000,5.555555
obama says thanks ,15.198350,2286.000000,898.000000,6.885963
wife ,4.854662,131.000000,91.000000,1.439560
years ,2.982254,74.000000,51.000000,1.450980
wonder ,0.977435,17.000000,17.000000,1.000000
many people ,6.733661,295.000000,123.000000,4.750000
won ,1.068444,15.000000,7.000000,2.142857
hmm ,0.345130,6.000000,4.000000,1.500000
#potus ,1.273353,7.000000,5.000000,1.400000
warming ,0.000000,1.000000,1.000000,1.000000
romney seems ,13.951457,1959.000000,692.000000,5.263549
brought ,0.234338,4.000000,2.000000,2.000000
changed ,0.674479,5.000000,3.000000,1.666667
mind ,0.618441,12.000000,10.000000,1.200000
now live tweeting ,10.057682,395.000000,161.000000,7.138525
full house episode ,4.222497,47.000000,21.000000,6.991667
uncle joey just pulled ,4.135107,550.000000,204.000000,14.175000
classic cut ,2.662926,32.000000,12.000000,4.888889
haha ,0.477718,7.000000,5.000000,1.400000
#presidentialdebate ,1.617510,100.000000,63.000000,1.587302
answer ,2.676322,123.000000,75.000000,1.640000
yes ,1.726579,53.000000,30.000000,1.766667
help ,2.693932,72.000000,55.000000,1.309091
application ,0.000000,1.000000,1.000000,1.000000
work ,2.381894,48.000000,34.000000,1.411765
household staff ,0.557934,6.000000,3.000000,4.000000
president obama mentioned tuition loans ,21.997194,3374.000000,1349.000000,13.623926
bitch nigga romney ,13.982024,1967.000000,696.000000,7.342496
like ,4.727564,321.000000,142.000000,2.260563
fuckin joke ,3.152026,78.000000,39.000000,4.000000
sumn ,0.000000,2.000000,2.000000,1.000000
go ,2.685047,139.000000,67.000000,2.074627
strip club ,0.451082,8.000000,4.000000,4.000000
watch ,4.107891,187.000000,82.000000,2.280488
#presidentialdebate ,1.617510,100.000000,63.000000,1.587302
least ,1.140475,20.000000,11.000000,1.818182
liars ,0.000000,1.000000,1.000000,1.000000
boobs ,0.000000,1.000000,1.000000,1.000000
president #debates ,12.194845,1450.000000,640.000000,4.476252
recognizes ,0.000000,1.000000,1.000000,1.000000
woman ,3.146241,94.000000,45.000000,2.088889
first breath ,3.079842,491.000000,192.000000,4.560209
love ,2.242613,150.000000,94.000000,1.595745
#blacklove 20th #anniversary ,2.883886,155.000000,50.000000,9.585106
commence live tweeting ,5.494547,217.000000,77.000000,7.022246
#presidentialdebate ,1.617510,100.000000,63.000000,1.587302
romney's facial expressions ,4.670873,348.000000,98.000000,9.562500
going ,3.045736,145.000000,121.000000,1.198347
make ,4.539484,103.000000,55.000000,1.872727
awesome gifs tomorrow ,1.856262,24.000000,13.000000,6.375000
bummed ,0.160097,2.000000,2.000000,1.000000
watch mitt romney prove ,24.162189,3731.000000,1267.000000,10.716278
republican ,2.381307,52.000000,19.000000,2.736842
tomorrow morning ,2.131510,19.000000,11.000000,3.208333
#romney ,6.520958,239.000000,95.000000,2.515789
de ,4.652636,94.000000,30.000000,3.133333
son ,0.272746,7.000000,3.000000,2.333333
watch ,4.107891,187.000000,82.000000,2.280488
debate ,5.205648,624.000000,288.000000,2.166667
mitt ,8.299391,1619.000000,507.000000,3.193294
barack ,4.649986,318.000000,94.000000,3.382979
important ,0.909704,29.000000,16.000000,1.812500
part ,1.052766,25.000000,13.000000,1.923077
barack obama campaign ,17.881659,2506.000000,951.000000,8.293063
#obama2012 ,3.497898,31.000000,21.000000,1.476190
president obama know ,20.325698,3285.000000,1354.000000,6.495883
trickle ,2.392092,64.000000,49.000000,1.306122
question ,4.370950,188.000000,123.000000,1.528455
education ,4.737736,151.000000,71.000000,2.126761
romney ,11.400489,1913.000000,673.000000,2.842496
going ,3.045736,145.000000,121.000000,1.198347
tough tonight ,3.970605,171.000000,81.000000,4.353896
get heated ,6.435659,190.000000,97.000000,3.958333
#debate2012 mitt romney just gave us ,33.877563,4345.000000,1486.000000,16.793068
solid ways ,1.228337,13.000000,8.000000,3.166667
going ,3.045736,145.000000,121.000000,1.198347
create ,1.762473,49.000000,23.000000,2.130435
jobs ,5.665187,256.000000,122.000000,2.098361
government trying ,4.737816,138.000000,77.000000,3.381356
keep education prices low ,11.614777,494.000000,185.000000,11.191266
lol giving ,4.177263,102.000000,45.000000,4.420673
money ,2.068780,27.000000,20.000000,1.350000
failed ,1.312946,16.000000,9.000000,1.777778
saturated ,0.000000,1.000000,1.000000,1.000000
president obama ,16.837242,3163.000000,1279.000000,4.869216
yesssss ,0.000000,1.000000,1.000000,1.000000
shout ,1.975979,46.000000,27.000000,1.703704
wife ,4.854662,131.000000,91.000000,1.439560
uhhh ,0.000000,1.000000,1.000000,1.000000
love ,2.242613,150.000000,94.000000,1.595745
president obama ,16.837242,3163.000000,1279.000000,4.869216
question ,4.370950,188.000000,123.000000,1.528455
tonight ,3.173926,162.000000,77.000000,2.103896
weve ,1.054241,55.000000,17.000000,3.235294
going ,3.045736,145.000000,121.000000,1.198347
work ,2.381894,48.000000,34.000000,1.411765
years ,2.982254,74.000000,51.000000,1.450980
ya help ,3.925985,98.000000,65.000000,3.909091
talking ,3.182428,86.000000,45.000000,1.911111
#romney ,6.520958,239.000000,95.000000,2.515789
answer ,2.676322,123.000000,75.000000,1.640000
yes ,1.726579,53.000000,30.000000,1.766667
help ,2.693932,72.000000,55.000000,1.309091
going ,3.045736,145.000000,121.000000,1.198347
take ,3.354226,70.000000,43.000000,1.627907
different approach ,4.560946,61.000000,26.000000,4.633987
ew ,0.187245,3.000000,2.000000,1.500000
obama touch romney ,23.798208,4088.000000,1527.000000,7.328210
hope mr ,3.851629,154.000000,81.000000,3.865903
president ,5.778207,1015.000000,439.000000,2.312073
get cooties ,6.435659,190.000000,97.000000,3.958333
new economic patriotism ,9.658799,332.000000,102.000000,9.770202
going ,3.045736,145.000000,121.000000,1.198347
use ,2.245393,36.000000,17.000000,2.117647
justify ,0.000000,1.000000,1.000000,1.000000
better wish ,2.878092,117.000000,63.000000,3.620370
boo happy anniversary ,10.925528,967.000000,390.000000,7.235227
answer ,2.676322,123.000000,75.000000,1.640000
question ,4.370950,188.000000,123.000000,1.528455
happy anniversary mr ,11.345046,1049.000000,436.000000,6.922559
mrs obama ,12.994464,2171.000000,856.000000,3.994643
best wishes ,2.583242,140.000000,78.000000,4.363839
many ,3.015590,63.000000,27.000000,2.333333
wonderful years ,3.615825,81.000000,55.000000,3.200980
real man ,5.453648,183.000000,83.000000,4.548387
way ,1.964620,85.000000,50.000000,1.700000
open ,1.317826,32.000000,15.000000,2.133333
celebrating ,0.487321,19.000000,12.000000,1.583333
wife ,4.854662,131.000000,91.000000,1.439560
love ,2.242613,150.000000,94.000000,1.595745
president ,5.778207,1015.000000,439.000000,2.312073
watching ,3.002834,200.000000,128.000000,1.562500
presidential debate ,9.730215,952.000000,410.000000,4.855192
english homework ,1.331641,11.000000,9.000000,2.642857
nails ,0.000000,1.000000,1.000000,1.000000
go ,2.685047,139.000000,67.000000,2.074627
bed ,0.270830,3.000000,3.000000,1.000000
obama ,11.059035,2148.000000,840.000000,2.557143
address ,0.386540,7.000000,3.000000,2.333333
fundamental problem ,1.659363,11.000000,7.000000,3.500000
trickledown ,1.894802,58.000000,23.000000,2.521739
decided ,0.392437,4.000000,4.000000,1.000000
answer ,2.676322,123.000000,75.000000,1.640000
question ,4.370950,188.000000,123.000000,1.528455
wanted ,1.123059,20.000000,12.000000,1.666667
mason tea party meeting set ,4.671896,100.000000,35.000000,16.726087
thursday ,0.000000,1.000000,1.000000,1.000000
october ,0.000000,1.000000,1.000000,1.000000
mason county news ,3.233901,34.000000,13.000000,8.500000
woman came ,3.983134,121.000000,57.000000,4.338889
baby ,1.434815,23.000000,9.000000,2.555556
arms asking ,1.907369,27.000000,15.000000,3.250000
help ,2.693932,72.000000,55.000000,1.309091
bought ,0.303642,3.000000,3.000000,1.000000
watching ,3.002834,200.000000,128.000000,1.562500
debate ,5.205648,624.000000,288.000000,2.166667
schools auditorium ,1.438152,29.000000,16.000000,3.512821
love ,2.242613,150.000000,94.000000,1.595745
man ,2.416732,104.000000,52.000000,2.000000
#obama2012 ,3.497898,31.000000,21.000000,1.476190
good ,4.092399,196.000000,90.000000,2.177778
lehrer ,1.466693,27.000000,10.000000,2.700000
force ,0.658962,7.000000,3.000000,2.333333
engage one ,6.233132,179.000000,99.000000,3.806122
#debates ,6.416638,435.000000,201.000000,2.164179
dodged ,0.696635,3.000000,2.000000,1.500000
prez ,0.945245,12.000000,9.000000,1.333333
look good ,6.783210,289.000000,137.000000,4.156501
red tops ,3.158227,104.000000,44.000000,4.372093
mitt romney gon put ,22.830451,3576.000000,1200.000000,12.035790
dope ,0.000000,1.000000,1.000000,1.000000
streets ,0.000000,1.000000,1.000000,1.000000
awe ,0.176370,6.000000,2.000000,3.000000
obama's anniversary tonight ,13.883868,1034.000000,432.000000,7.154503
hope ,2.457991,57.000000,28.000000,2.035714
taking ,2.598166,18.000000,12.000000,1.500000
special ,0.545325,8.000000,2.000000,4.000000
got ,3.621099,88.000000,52.000000,1.692308
suck ,0.186947,3.000000,3.000000,1.000000
stuck ,0.000000,1.000000,1.000000,1.000000
obama ,11.059035,2148.000000,840.000000,2.557143
creating jobs invest ,7.402422,287.000000,141.000000,5.496088
reform ,0.581418,11.000000,4.000000,2.750000
cut taxes #debates ,9.480629,476.000000,217.000000,7.195925
america ,2.775834,76.000000,49.000000,1.551020
best ,2.023320,101.000000,64.000000,1.578125
middle class ,5.360298,216.000000,93.000000,4.638655
#denverdebate obama ,14.429536,2266.000000,888.000000,5.015476
improve ,2.016369,26.000000,20.000000,1.300000
education system ,6.749450,215.000000,97.000000,4.588299
program called race ,7.064937,130.000000,55.000000,8.264385
top ,1.732627,57.000000,40.000000,1.425000
improving ,0.617177,3.000000,3.000000,1.000000
live now ,8.700210,364.000000,145.000000,5.201025
first presidential debate ,12.810057,1441.000000,601.000000,7.415401
denver ,1.600457,29.000000,17.000000,1.705882
co ,0.775132,20.000000,8.000000,2.500000
watch ,4.107891,187.000000,82.000000,2.280488
#debates ,6.416638,435.000000,201.000000,2.164179
become popular ,1.465236,10.000000,6.000000,3.750000
bullet point specific sorry people ,9.047979,374.000000,166.000000,13.484127
specific sorry places ,3.855178,74.000000,35.000000,6.678571
show ,2.207545,42.000000,18.000000,2.333333
video ,0.664001,11.000000,6.000000,1.833333
mitt romney talking ish ,22.882308,3622.000000,1226.000000,11.946901
debate ,5.205648,624.000000,288.000000,2.166667
see ,3.819550,119.000000,61.000000,1.950820
say ,2.833909,139.000000,64.000000,2.171875
playing ,1.263583,25.000000,14.000000,1.785714
presidential debate drinking game ,12.954138,1036.000000,440.000000,10.502251
intro ,0.591073,5.000000,3.000000,1.666667
buzzed ,0.000000,1.000000,1.000000,1.000000
hope ,2.457991,57.000000,28.000000,2.035714
mitt romney ,19.699880,3532.000000,1180.000000,6.035790
something ,4.613643,74.000000,31.000000,2.387097
indicate ,0.324493,3.000000,2.000000,1.500000
uses one ,7.544188,198.000000,103.000000,6.006122
#zingers ,0.442630,7.000000,4.000000,1.750000
wink ,0.000000,1.000000,1.000000,1.000000
something ,4.613643,74.000000,31.000000,2.387097
rubio debates allow voters ,6.695540,147.000000,69.000000,11.209091
see mitt romney ,23.519430,3651.000000,1241.000000,7.986610
filter denver ,1.933229,33.000000,19.000000,3.705882
first presidential debate o ,15.617330,1474.000000,615.000000,9.772544
know ,3.488456,122.000000,75.000000,1.626667
really want ,5.833668,236.000000,130.000000,3.692857
see live tweets popping ,8.216825,316.000000,126.000000,11.235566
live debate ,9.071000,806.000000,347.000000,5.251413
watching ,3.002834,200.000000,128.000000,1.562500
well ,2.695036,71.000000,35.000000,2.028571
#presidentialdebate ,1.617510,100.000000,63.000000,1.587302
way ,1.964620,85.000000,50.000000,1.700000
going ,3.045736,145.000000,121.000000,1.198347
help ,2.693932,72.000000,55.000000,1.309091
us get ,11.490812,392.000000,175.000000,4.540611
job ,3.910910,83.000000,42.000000,1.976190
live overseas ,3.865352,184.000000,60.000000,5.084746
bet ,0.793566,16.000000,12.000000,1.333333
trash talk ,3.179156,75.000000,43.000000,3.884211
flowing ,0.573849,4.000000,2.000000,2.000000
obama ,11.059035,2148.000000,840.000000,2.557143
romney ,11.400489,1913.000000,673.000000,2.842496
opening ,2.587686,84.000000,31.000000,2.709677
love obama ,13.301648,2298.000000,934.000000,4.152888
much ,1.690831,48.000000,26.000000,1.846154
gives hope ,3.377905,88.000000,39.000000,4.853896
keeping ,0.627843,9.000000,4.000000,2.250000
rights ,0.926653,7.000000,4.000000,1.750000
gay man ,3.692353,121.000000,60.000000,4.125000
help ,2.693932,72.000000,55.000000,1.309091
women ,1.660414,23.000000,12.000000,1.916667
country ,1.854149,18.000000,14.000000,1.285714
progress ,1.175837,15.000000,5.000000,3.000000
tomorrow ,1.389108,15.000000,8.000000,1.875000
obama ,11.059035,2148.000000,840.000000,2.557143
check ,1.178882,14.000000,10.000000,1.400000
size ,0.286678,2.000000,2.000000,1.000000
barack obama ,15.709021,2466.000000,934.000000,5.940122
gonna win ,2.651657,72.000000,40.000000,3.428571
election ,1.186631,13.000000,6.000000,2.166667
year ,2.154088,49.000000,26.000000,1.884615
love ,2.242613,150.000000,94.000000,1.595745
black president ,7.611237,1059.000000,463.000000,4.145406
yehh dig ,0.613158,9.000000,5.000000,3.750000
long ,0.929279,24.000000,14.000000,1.714286
obama isnt president ,17.538471,3170.000000,1282.000000,7.202549
ill ,0.586182,12.000000,5.000000,2.400000
obama know damn well ,18.264120,2370.000000,960.000000,9.112381
want ,2.953716,101.000000,70.000000,1.442857
shake mitt romney hand ,21.762496,3606.000000,1206.000000,11.702457
thinking ,0.260936,9.000000,7.000000,1.285714
people hate mitt romney based ,25.166322,3795.000000,1291.000000,12.702457
twitter ,2.624412,34.000000,15.000000,2.266667
actually watching ,6.676598,279.000000,162.000000,3.886029
debate ,5.205648,624.000000,288.000000,2.166667
learning something ,5.328975,79.000000,34.000000,4.053764
cus ,0.000000,1.000000,1.000000,1.000000
hmwrks assingment ,0.000000,4.000000,2.000000,4.000000
writing class ,3.805476,136.000000,60.000000,4.130719
obama starts ,12.453648,2221.000000,869.000000,5.074384
wishing wife happy anniversary ,17.189274,1148.000000,510.000000,8.337486
dog house ,1.788453,19.000000,9.000000,4.125000
want mitt romney ,22.653596,3633.000000,1250.000000,7.478647
part ,1.052766,25.000000,13.000000,1.923077
anniversary ,5.715913,618.000000,260.000000,2.376923
waiting ,0.441572,11.000000,9.000000,1.222222
one ,6.233132,177.000000,98.000000,1.806122
yell ,1.441668,14.000000,5.000000,2.800000
live ,3.865352,182.000000,59.000000,3.084746
new york ,3.144919,146.000000,47.000000,5.181818
saturday night live ,7.043755,237.000000,88.000000,7.174746
strong open ,2.756193,45.000000,20.000000,4.733333
#obama anniversary mention ,9.469858,976.000000,415.000000,7.064355
sympathetic ,0.000000,1.000000,1.000000,1.000000
bit pro ,1.391859,30.000000,14.000000,3.750000
woman came ,3.983134,121.000000,57.000000,4.338889
said ,3.431009,177.000000,66.000000,2.681818
job ,3.910910,83.000000,42.000000,1.976190
may ,0.545761,17.000000,12.000000,1.416667
said please stop touching ,8.670709,306.000000,120.000000,9.176101
one ,6.233132,177.000000,98.000000,1.806122
points ,2.905792,77.000000,41.000000,1.878049
romney hits obama ,22.459524,4064.000000,1514.000000,8.399639
base ,0.537220,2.000000,2.000000,1.000000
great start ,5.546854,170.000000,79.000000,4.314672
outlining points ,2.905792,79.000000,42.000000,3.878049
going ,3.045736,145.000000,121.000000,1.198347
hire ,1.276185,51.000000,26.000000,1.961538
teachers ,3.560034,93.000000,38.000000,2.447368
go open slots ,4.531896,179.000000,85.000000,6.874627
keep tuition low ,9.114644,482.000000,159.000000,9.146138
want ,2.953716,101.000000,70.000000,1.442857
make sure ,8.661148,206.000000,118.000000,3.507648
keep tuition low ,9.114644,482.000000,159.000000,9.146138
watching ,3.002834,200.000000,128.000000,1.562500
#debates ,6.416638,435.000000,201.000000,2.164179
putting weeks ,1.525839,14.000000,8.000000,3.466667
dirty dishes ,0.620155,12.000000,6.000000,4.000000
think ,2.013263,116.000000,72.000000,1.611111
romney obama ,22.459524,4061.000000,1513.000000,5.399639
fist fight ,2.244895,29.000000,19.000000,3.400000
wins ,0.895476,22.000000,12.000000,1.833333
major points ,5.066586,106.000000,53.000000,4.294716
obama shouting ,11.273806,2154.000000,844.000000,4.057143
michelle ,3.759110,200.000000,81.000000,2.469136
like ,4.727564,321.000000,142.000000,2.260563
thank ,1.910356,28.000000,18.000000,1.555556
discussing ,0.270303,6.000000,3.000000,2.000000
pivoting debate tactic ,5.788496,633.000000,291.000000,8.166667
definitely ,0.942476,12.000000,7.000000,1.714286
looking ,1.780103,27.000000,17.000000,1.588235
tonight ,3.173926,162.000000,77.000000,2.103896
bottom ,1.360833,6.000000,5.000000,1.200000
income earners took ,2.425098,70.000000,27.000000,8.352941
income ,1.281971,27.000000,9.000000,3.000000
paid less ,2.336350,36.000000,16.000000,4.472727
federal income taxes ,2.755169,54.000000,20.000000,8.142857
telling ,1.623625,37.000000,15.000000,2.466667
wife happy anniversary ,14.806070,1083.000000,474.000000,6.531930
front ,2.212923,14.000000,14.000000,1.000000
ipad ,0.000000,1.000000,1.000000,1.000000
#abc #debates ,6.416638,437.000000,202.000000,4.164179
wonder ,0.977435,17.000000,17.000000,1.000000
#byod ,0.000000,1.000000,1.000000,1.000000
#presidentialdebate #nobama opens ,3.697021,134.000000,79.000000,5.484738
best thing ever marrying ,5.407681,235.000000,119.000000,10.402953
wife years ,7.836916,205.000000,142.000000,2.890540
lame ,0.433078,9.000000,3.000000,3.000000
red states red tie ,8.542842,324.000000,134.000000,6.961896
blue state #obama blue tie ,9.644606,627.000000,260.000000,10.002605
interesting ,0.838043,17.000000,12.000000,1.416667
boring ties ,3.109776,50.000000,28.000000,3.400000
mitt romney wants ,21.771020,3622.000000,1225.000000,8.035790
say man f ,5.250641,247.000000,118.000000,6.171875
k ,0.000000,1.000000,1.000000,1.000000
hope ,2.457991,57.000000,28.000000,2.035714
#debates open discussion obama ,18.793499,2619.000000,1057.000000,10.854655
romney just talk ,17.233346,2512.000000,911.000000,7.201707
bho gives mo anniversary greetings ,6.635827,664.000000,274.000000,20.195105
opens #presidentialdebate pointing ,2.987849,136.000000,79.000000,6.151404
economic improvement ,4.160612,134.000000,40.000000,6.611111
gets ,1.309772,59.000000,25.000000,2.360000
dig ,0.613158,7.000000,4.000000,1.750000
romney's approach ,6.174144,362.000000,105.000000,5.784722
sure ,4.121664,103.000000,63.000000,1.634921
romantic place ,4.944081,149.000000,73.000000,4.081203
imagine ,0.364647,20.000000,18.000000,1.111111
needs studying ,3.483341,36.000000,19.000000,3.600000
il put ,3.409682,61.000000,21.000000,10.333333
gotta watch ,4.966938,208.000000,91.000000,4.613821
president obama ,16.837242,3163.000000,1279.000000,4.869216
just better plug ,5.726210,618.000000,238.000000,7.813889
